conversation_id,conn_id,local_start_time,call_date,month,agent_id,duration_seconds,channel,service_area,transcript_text
conv_2702,c02702,2025-03-23 09:00:06,2025-03-23,2025-03,2001,511,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Quiero cancelar porque no estoy conforme.
Agente: Me confirma su nombre y número por favor.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:15
Agente: Le explicaré el proceso de cancelación y los pasos siguientes.
Agente: Hasta luego y gracias por llamar."
conv_2703,c02703,2025-03-23 16:39:55,2025-03-23,2025-03,2012,607,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: La línea presenta fallas y se corta a cada rato.
Agente: Me confirma su rut por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:47
Agente: Registré una incidencia técnica y se escalará al área correspondiente.
Agente: Hasta luego y gracias por llamar."
conv_2704,c02704,2025-03-23 12:04:47,2025-03-23,2025-03,2024,562,Voice,Telecom Postpaid Care,"Cliente: Hola, me cobraron de más este mes en la boleta.
Agente: Me confirma su nombre y número por favor.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:27
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2705,c02705,2025-03-23 14:34:09,2025-03-23,2025-03,2016,566,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La línea presenta fallas y se corta a cada rato.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Me confirma su nombre y número por favor.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:15
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio."
conv_2706,c02706,2025-03-23 18:05:21,2025-03-23,2025-03,2029,537,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Quiero cancelar porque no estoy conforme.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Le explicaré el proceso de cancelación y los pasos siguientes.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_2707,c02707,2025-03-23 16:35:34,2025-03-23,2025-03,2012,640,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: La línea presenta fallas y se corta a cada rato.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Total de silencio/hold detectado: 1:45
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2708,c02708,2025-03-23 13:25:30,2025-03-23,2025-03,2006,815,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Mi servicio está intermitente y no puedo navegar.
Cliente: Gracias, quedo atento a la gestión.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio."
conv_2709,c02709,2025-03-23 19:15:39,2025-03-23,2025-03,2018,817,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Mi servicio está intermitente y no puedo navegar.
Agente: Me confirma su nombre y número por favor.
Agente: Comprendo la situación, dame un momento.
Agente: Voy a derivar el caso al área especializada para continuar con la gestión."
conv_2710,c02710,2025-03-23 17:50:52,2025-03-23,2025-03,2017,441,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Quiero saber los requisitos para hacer la portabilidad.
Cliente: Gracias, quedo atento a la gestión.
Agente: Voy a validar sus datos antes de continuar.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2711,c02711,2025-03-23 15:03:12,2025-03-23,2025-03,2005,410,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Quiero cancelar porque no estoy conforme.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: Quedó ingresada la gestión de cancelación con la información del proceso.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2712,c02712,2025-03-23 18:56:56,2025-03-23,2025-03,2022,706,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La línea presenta fallas y se corta a cada rato.
Agente: Me confirma su rut por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:23
Agente: Registré una incidencia técnica y se escalará al área correspondiente.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2713,c02713,2025-03-23 18:02:11,2025-03-23,2025-03,2001,598,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La línea presenta fallas y se corta a cada rato.
Cliente: Perfecto, por favor indíqueme los pasos.
Agente: Necesito corroborar su información.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_2714,c02714,2025-03-23 17:50:14,2025-03-23,2025-03,2013,374,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Tengo una consulta sobre una gestión que realicé recientemente.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Le entregaré la información general solicitada y dejaré registro de la consulta."
conv_2715,c02715,2025-03-24 16:26:21,2025-03-24,2025-03,2028,441,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: La línea presenta fallas y se corta a cada rato.
Cliente: Perfecto, por favor indíqueme los pasos.
Agente: Necesito corroborar su información.
Agente: ¿Desde cuándo ocurre este problema?
Total de silencio/hold detectado: 0:51
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio."
conv_2716,c02716,2025-03-24 14:19:58,2025-03-24,2025-03,2014,436,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Tengo una consulta sobre una gestión que realicé recientemente.
Cliente: Gracias, quedo atento a la gestión.
Agente: Necesito corroborar su información.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le entregaré la información general solicitada y dejaré registro de la consulta."
conv_2717,c02717,2025-03-24 17:50:06,2025-03-24,2025-03,2009,657,Voice,Telecom Postpaid Care,"Cliente: Hola, me cobraron de más este mes en la boleta.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2718,c02718,2025-03-24 11:25:37,2025-03-24,2025-03,2019,441,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Quiero saber los requisitos para hacer la portabilidad.
Agente: Me confirma su nombre y número por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le detallaré la documentación y los plazos asociados a la portabilidad.
Agente: Hasta luego y gracias por llamar."
conv_2719,c02719,2025-03-24 12:31:07,2025-03-24,2025-03,2017,565,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Estoy evaluando terminar el servicio este mes.
Cliente: Estoy bastante incómodo porque no me han dado solución.
Agente: Quedó ingresada la gestión de cancelación con la información del proceso."
conv_2720,c02720,2025-03-24 11:35:08,2025-03-24,2025-03,2029,621,Voice,Telecom Postpaid Care,"Cliente: Tengo una diferencia de cobro y quiero revisarla.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 0:34
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_2721,c02721,2025-03-24 12:54:47,2025-03-24,2025-03,2027,666,Voice,Telecom Postpaid Care,"Cliente: Mi servicio está intermitente y no puedo navegar.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 0:31
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio."
conv_2722,c02722,2025-03-24 17:41:28,2025-03-24,2025-03,2019,673,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: La línea presenta fallas y se corta a cada rato.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:54
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_2723,c02723,2025-03-24 13:25:28,2025-03-24,2025-03,2017,349,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Tengo una diferencia de cobro y quiero revisarla.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:30
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente."
conv_2724,c02724,2025-03-24 08:38:12,2025-03-24,2025-03,2025,724,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: No funciona internet desde ayer y estoy sin señal.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:15
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: Hasta luego y gracias por llamar."
conv_2725,c02725,2025-03-24 16:06:19,2025-03-24,2025-03,2028,583,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La línea presenta fallas y se corta a cada rato.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 2:05
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio."
conv_2726,c02726,2025-03-24 10:53:36,2025-03-24,2025-03,2017,540,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Estoy tratando de pagar en la app y no me deja avanzar.
Cliente: Entiendo, necesito resolverlo hoy si es posible.
Agente: Me confirma su nombre y número por favor.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 0:15
Agente: Le guiaré con una alternativa de pago y revisaré el error de la app.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2727,c02727,2025-03-24 15:39:31,2025-03-24,2025-03,2022,334,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Tengo una consulta sobre una gestión que realicé recientemente.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Voy a orientarle con la información de su cuenta y los pasos a seguir.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2728,c02728,2025-03-24 18:37:21,2025-03-24,2025-03,2012,393,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La aplicación me da error cuando intento realizar el pago.
Cliente: Gracias, quedo atento a la gestión.
Agente: Necesito corroborar su información.
Agente: ¿Qué mensaje le aparece exactamente?
Total de silencio/hold detectado: 0:58
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital.
Agente: Hasta luego y gracias por llamar."
conv_2729,c02729,2025-03-24 11:55:11,2025-03-24,2025-03,2030,439,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Tengo una consulta sobre una gestión que realicé recientemente.
Cliente: Estoy bastante incómodo porque no me han dado solución.
Agente: Voy a validar sus datos antes de continuar.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le confirmaré los antecedentes generales relacionados con su solicitud."
conv_2730,c02730,2025-03-24 14:50:39,2025-03-24,2025-03,2018,412,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Necesito seguimiento de un reclamo que ingresé hace unos días.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 0:39
Agente: Le entregaré el estado actual del reclamo y los siguientes pasos.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_2731,c02731,2025-03-24 09:04:32,2025-03-24,2025-03,2011,357,Voice,Telecom Postpaid Care,"Cliente: Quiero revisar una opción de plan con más gigas.
Cliente: Perfecto, por favor indíqueme los pasos.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le indicaré las alternativas disponibles para el cambio de plan."
conv_2732,c02732,2025-03-24 11:54:45,2025-03-24,2025-03,2004,542,Voice,Telecom Postpaid Care,"Cliente: Mi servicio está intermitente y no puedo navegar.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Necesito corroborar su información.
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_2733,c02733,2025-03-24 11:50:47,2025-03-24,2025-03,2030,425,Voice,Telecom Postpaid Care,"Cliente: Tengo una diferencia de cobro y quiero revisarla.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Me puede indicar más detalles del inconveniente?
Total de silencio/hold detectado: 0:51
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2734,c02734,2025-03-24 15:34:15,2025-03-24,2025-03,2013,735,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Quiero saber los requisitos para hacer la portabilidad.
Agente: Necesito corroborar su información.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le detallaré la documentación y los plazos asociados a la portabilidad.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2735,c02735,2025-03-24 12:27:42,2025-03-24,2025-03,2021,640,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Hola, me cobraron de más este mes en la boleta.
Cliente: Ya llamé antes y sigo con el mismo problema.
Agente: Me confirma su rut por favor.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Hasta luego y gracias por llamar."
conv_2736,c02736,2025-03-24 14:34:44,2025-03-24,2025-03,2011,465,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Estoy evaluando cambiar de plan este mes.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:20
Agente: Le indicaré las alternativas disponibles para el cambio de plan.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2737,c02737,2025-03-24 12:08:58,2025-03-24,2025-03,2002,646,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Mi servicio está intermitente y no puedo navegar.
Cliente: Perfecto, por favor indíqueme los pasos.
Agente: Necesito corroborar su información.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Registré una incidencia técnica y se escalará al área correspondiente.
Agente: Hasta luego y gracias por llamar."
conv_2738,c02738,2025-03-24 14:47:14,2025-03-24,2025-03,2001,580,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La línea presenta fallas y se corta a cada rato.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Me confirma su nombre y número por favor.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_2739,c02739,2025-03-24 12:42:49,2025-03-24,2025-03,2027,756,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Mi servicio está intermitente y no puedo navegar.
Cliente: Ya llamé antes y sigo con el mismo problema.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_2740,c02740,2025-03-24 13:01:18,2025-03-24,2025-03,2009,635,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Mi servicio está intermitente y no puedo navegar.
Agente: Me confirma su nombre y número por favor.
Agente: ¿Desde cuándo ocurre este problema?
Total de silencio/hold detectado: 2:23
Agente: Registré una incidencia técnica y se escalará al área correspondiente.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_2741,c02741,2025-03-24 10:41:03,2025-03-24,2025-03,2023,583,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Tengo una diferencia de cobro y quiero revisarla.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 1:36
Agente: Identifiqué una diferencia de cobro y se regularizará en la próxima boleta.
Agente: Hasta luego y gracias por llamar."
conv_2742,c02742,2025-03-24 12:06:46,2025-03-24,2025-03,2006,481,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Estoy evaluando cambiar de plan este mes.
Agente: Me confirma su nombre y número por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Voy a revisar las opciones comerciales y las condiciones del nuevo plan.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2743,c02743,2025-03-24 18:45:10,2025-03-24,2025-03,2016,760,Voice,Telecom Postpaid Care,"Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Me confirma su nombre y número por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:11
Agente: Identifiqué una diferencia de cobro y se regularizará en la próxima boleta."
conv_2744,c02744,2025-03-24 14:30:12,2025-03-24,2025-03,2002,682,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Mi servicio está intermitente y no puedo navegar.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:15
Agente: Registré una incidencia técnica y se escalará al área correspondiente."
conv_2745,c02745,2025-03-24 10:54:29,2025-03-24,2025-03,2026,393,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: No puedo pagar desde la app y necesito ayuda.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Me confirma su rut por favor.
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital."
conv_2746,c02746,2025-03-24 11:48:05,2025-03-24,2025-03,2023,531,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Estoy evaluando terminar el servicio este mes.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Me confirma su rut por favor.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 0:40
Agente: Quedó ingresada la gestión de cancelación con la información del proceso.
Agente: Hasta luego y gracias por llamar."
conv_2747,c02747,2025-03-24 11:33:09,2025-03-24,2025-03,2029,607,Voice,Telecom Postpaid Care,"Cliente: Estoy evaluando terminar el servicio este mes.
Cliente: Estoy bastante incómodo porque no me han dado solución.
Agente: Necesito corroborar su información.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 0:59
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: Hasta luego y gracias por llamar."
conv_2748,c02748,2025-03-24 10:07:33,2025-03-24,2025-03,2017,315,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Quiero cancelar porque no estoy conforme.
Cliente: Ya llamé antes y sigo con el mismo problema.
Agente: Necesito corroborar su información.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Quedó ingresada la gestión de cancelación con la información del proceso.
Agente: Hasta luego y gracias por llamar."
conv_2749,c02749,2025-03-24 18:04:37,2025-03-24,2025-03,2023,331,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Quiero confirmar información general de mi cuenta.
Agente: Me confirma su nombre y número por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:11
Agente: Le entregaré la información general solicitada y dejaré registro de la consulta."
conv_2750,c02750,2025-03-24 16:51:17,2025-03-24,2025-03,2029,489,Voice,Telecom Postpaid Care,"Cliente: Estoy tratando de pagar en la app y no me deja avanzar.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Qué mensaje le aparece exactamente?
Total de silencio/hold detectado: 1:39
Agente: Le compartiré una alternativa para completar el pago y registraré el problema de la aplicación.
Agente: Hasta luego y gracias por llamar."
conv_2751,c02751,2025-03-24 09:02:31,2025-03-24,2025-03,2001,456,Voice,Telecom Postpaid Care,"Cliente: Quiero revisar el avance del reclamo que ya había reportado.
Agente: Necesito corroborar su información.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:30
Agente: Le entregaré el estado actual del reclamo y los siguientes pasos.
Agente: Hasta luego y gracias por llamar."
conv_2752,c02752,2025-03-24 15:09:35,2025-03-24,2025-03,2028,762,Voice,Telecom Postpaid Care,"Cliente: La línea presenta fallas y se corta a cada rato.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio.
Agente: Gracias por contactarnos, que tenga buen día."
conv_2753,c02753,2025-03-24 16:17:23,2025-03-24,2025-03,2029,717,Voice,Telecom Postpaid Care,"Cliente: Mi servicio está intermitente y no puedo navegar.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Registré una incidencia técnica y se escalará al área correspondiente.
Agente: Hasta luego y gracias por llamar."
conv_2754,c02754,2025-03-24 12:38:07,2025-03-24,2025-03,2003,443,Voice,Telecom Postpaid Care,"Cliente: Estoy consultando por el proceso de portabilidad del número.
Agente: Me confirma su rut por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a informarle las condiciones y pasos del proceso de portabilidad."
conv_2755,c02755,2025-03-24 09:33:36,2025-03-24,2025-03,2013,520,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: No funciona internet desde ayer y estoy sin señal.
Cliente: Entiendo, necesito resolverlo hoy si es posible.
Agente: Me confirma su rut por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Registré una incidencia técnica y se escalará al área correspondiente.
Agente: Hasta luego y gracias por llamar."
conv_2756,c02756,2025-03-24 09:44:24,2025-03-24,2025-03,2021,407,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Necesito cambiar mi plan actual por uno más conveniente.
Agente: Me confirma su nombre y número por favor.
Agente: Le indicaré las alternativas disponibles para el cambio de plan."
conv_2757,c02757,2025-03-24 16:44:37,2025-03-24,2025-03,2024,700,Voice,Telecom Postpaid Care,"Cliente: La línea presenta fallas y se corta a cada rato.
Cliente: Gracias, quedo atento a la gestión.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:47
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio."
conv_2758,c02758,2025-03-24 10:28:43,2025-03-24,2025-03,2012,493,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Estoy consultando por el proceso de portabilidad del número.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Le detallaré la documentación y los plazos asociados a la portabilidad."
conv_2759,c02759,2025-03-24 17:05:07,2025-03-24,2025-03,2007,488,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Quiero revisar una opción de plan con más gigas.
Cliente: Perfecto, por favor indíqueme los pasos.
Agente: Me confirma su nombre y número por favor.
Agente: Voy a revisar las opciones comerciales y las condiciones del nuevo plan."
conv_2760,c02760,2025-03-24 12:18:17,2025-03-24,2025-03,2027,503,Voice,Telecom Postpaid Care,"Cliente: Llamo por el estado de mi reclamo anterior.
Agente: Me confirma su rut por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le entregaré el estado actual del reclamo y los siguientes pasos."
conv_2761,c02761,2025-03-25 15:34:49,2025-03-25,2025-03,2010,544,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Necesito corroborar su información.
Agente: Comprendo la situación, dame un momento.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:38
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: Hasta luego y gracias por llamar."
conv_2762,c02762,2025-03-25 12:44:16,2025-03-25,2025-03,2012,424,Voice,Telecom Postpaid Care,"Cliente: Estoy evaluando cambiar de plan este mes.
Cliente: Ya llamé antes y sigo con el mismo problema.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:41
Agente: Voy a derivar el caso al área especializada para continuar con la gestión."
conv_2763,c02763,2025-03-25 08:19:41,2025-03-25,2025-03,2028,458,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Voy a validar sus datos antes de continuar.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Identifiqué una diferencia de cobro y se regularizará en la próxima boleta."
